state,county,netprice
New Mexico,Guadalupe County,620.0455
Tennessee,McMinn County,15684.4261
Idaho,Shoshone County,20458.3066
Kentucky,Marshall County,41198.3027
Georgia,Baldwin County,27111.8641
Colorado,Bent County,166.691
Colorado,Routt County,7466.7552
Arkansas,Johnson County,11678.2981
Minnesota,Goodhue County,47331.2828
Virginia,Richmond City County,655729.6467
Wyoming,Platte County,2525.1256
Kansas,Phillips County,4435.0361
Oklahoma,Harmon County,1178.4722
Arkansas,Chicot County,5220.7081
Oklahoma,Kay County,4627.0065
Mississippi,Coahoma County,296.4497
Texas,Hill County,17111.7289
Indiana,Jasper County,11838.2207
Texas,Bastrop County,21506.4297
Kansas,Stevens County,6762.6143
South Carolina,Orangeburg County,12093.4441
South Carolina,Allendale County,7824.1974
New Mexico,Roosevelt County,540.711
Texas,Maverick County,4717.9194
Illinois,DeWitt County,27432.9865
Missouri,Knox County,3705.9344
Oklahoma,Cotton County,1381.1682
Georgia,Quitman County,1173.9775
Kansas,Grant County,1259.0265
Florida,Hernando County,49076.9435
Illinois,Johnson County,4259.6305
Texas,Gray County,2681.5746
Texas,McLennan County,20104.7575
Idaho,Kootenai County,77620.9014
Arkansas,Dallas County,2668.1242
West Virginia,Putnam County,59344.2518
Michigan,Presque Isle County,3365.6204
Minnesota,Mower County,101590.4106
Utah,Salt Lake County,129659.9236
Tennessee,Roane County,26742.2389
Kentucky,McCracken County,77259.1979
Arizona,Greenlee County,268.5151
New York,Oneida County,20809.5315
Florida,Duval County,98717.2152
Oklahoma,Texas County,1867.9291
Louisiana,Evangeline Parish,5845.526
Montana,Beaverhead County,3682.3674
Ohio,Noble County,5614.0926
Missouri,Marion County,25707.8672
Nebraska,Perkins County,3171.722
New Mexico,Socorro County,2048.981
Nebraska,Keith County,2844.6167
Louisiana,East Feliciana Parish,6975.2354
Nebraska,Seward County,154394.2993
Ohio,Delaware County,87036.6707
Mississippi,Holmes County,1124.5362
Illinois,Iroquois County,17773.4754
Idaho,Jefferson County,37271.7131
West Virginia,Barbour County,19596.5696
North Dakota,Stutsman County,8994.6072
Utah,Cache County,47308.6419
Oklahoma,Garvin County,5080.0593
Wisconsin,Lincoln County,5688.9888
Illinois,Clay County,7684.8763
Indiana,Clay County,12181.0288
Oregon,Lane County,9254.5315
Montana,Richland County,3386.2363
Georgia,McIntosh County,18284.6259
West Virginia,Monroe County,2689.8476
Texas,Runnels County,2662.3246
Wisconsin,Jefferson County,30947.6103
Maryland,Talbot County,67790.5803
South Dakota,Hughes County,5854.3977
Tennessee,Benton County,5445.2492
Texas,Lampasas County,10702.0393
Utah,Tooele County,8088.0814
Arizona,Yuma County,6436.9426
Kentucky,Clinton County,7934.4202
Georgia,Walker County,13680.9329
Texas,Guadalupe County,55931.0565
Nebraska,Antelope County,3814.7368
Arizona,Gila County,25514.9325
Illinois,Moultrie County,14215.1552
Florida,Washington County,6477.447
Alabama,DeKalb County,5472.9003
Ohio,Stark County,71125.9161
Kentucky,Mercer County,18919.8288
Kansas,Linn County,6728.4514
North Carolina,Durham County,49429.9368
Idaho,Gooding County,25774.7919
Alabama,Limestone County,22903.7004
California,Siskiyou County,2959.5016
Alabama,Tallapoosa County,8725.8251
Kansas,Harvey County,16037.3718
Illinois,Champaign County,104558.5137
Florida,Levy County,11335.3981
Virginia,Frederick County,30773.6341
Kansas,Osage County,3834.5076
Florida,Saint Johns County,132018.9098
North Carolina,Watauga County,33047.2059
Illinois,Grundy County,48628.067
Florida,Osceola County,43270.4659
Kentucky,Grayson County,7512.7909
Illinois,Stephenson County,12944.8841
Ohio,Crawford County,29480.2208
Colorado,Lake County,30934.5326
Iowa,Pocahontas County,10926.2278
Tennessee,Lawrence County,13431.3736
Arkansas,Drew County,8313.1827
Nebraska,Buffalo County,8153.8494
Oklahoma,McCurtain County,8356.5554
South Dakota,Lincoln County,167947.7511
Missouri,Ozark County,3386.1805
Virginia,Isle of Wight County,29375.5169
Wisconsin,Monroe County,14695.9625
Montana,Prairie County,709.613
Alabama,Etowah County,5050.05
Wisconsin,Sheboygan County,20019.9407
Arkansas,Franklin County,6043.0407
North Dakota,Adams County,2455.9902
Kansas,Pawnee County,3671.0812
Iowa,Crawford County,31981.683
Louisiana,Cameron Parish,3759.1915
Arkansas,Polk County,12315.5422
Virginia,Radford County,103252.9412
Kentucky,Meade County,30776.1816
Florida,Collier County,268138.6766
North Carolina,Stanly County,18613.8534
Indiana,Orange County,22749.5311
Kentucky,Knott County,4557.8052
South Dakota,Lyman County,2026.3692
Florida,Orange County,353811.6318
Maryland,Queen Annes County,96456.0318
Iowa,Des Moines County,75705.2134
South Dakota,Deuel County,26785.7143
North Carolina,Rockingham County,12062.9803
Oklahoma,Choctaw County,3817.5086
Mississippi,Wilkinson County,5937.0485
North Carolina,Alleghany County,12095.83
Kansas,Russell County,4415.1307
South Dakota,Gregory County,3566.7858
North Carolina,Polk County,25593.4771
Michigan,Dickinson County,6235.2042
Kentucky,Lewis County,4061.7203
South Dakota,Mellette County,1558.2708
Texas,Yoakum County,3970.3933
Pennsylvania,Fayette County,32168.8764
Iowa,Buchanan County,62582.3487
Kansas,Osborne County,161885.4415
Georgia,Crawford County,4764.9973
Indiana,Kosciusko County,77423.9643
Texas,Rains County,9041.3361
North Carolina,Carteret County,35684.4769
Michigan,Otsego County,6292.4531
Kentucky,Edmonson County,30422.0121
Louisiana,Ouachita Parish,10804.425
Arkansas,Woodruff County,7740.6462
Louisiana,Saint Landry Parish,28120.147
Texas,Hardeman County,1770.0059
Utah,Daggett County,138091.0102
Texas,Winkler County,212352.9412
Iowa,Marshall County,31243.4835
Arkansas,Craighead County,36576.5684
Texas,Liberty County,5395.8702
Pennsylvania,Juniata County,13989.3514
Wisconsin,Buffalo County,9648.2041
Colorado,Lincoln County,1412.7391
Iowa,Ida County,244512.9225
Iowa,Union County,8305.6268
Nebraska,Holt County,7454.3633
Louisiana,Iberville Parish,1249.304
New York,Chemung County,15860.6656
Kentucky,Robertson County,3425.332
Kansas,Wilson County,6157.6345
Wyoming,Niobrara County,830.891
Texas,Throckmorton County,3045.6373
Virginia,Spotsylvania County,33974.4067
Kentucky,Anderson County,26346.9748
Pennsylvania,Clarion County,7312.3908
Missouri,Dallas County,4913.0352
Wisconsin,Vernon County,10678.277
Minnesota,Sherburne County,72796.7538
Minnesota,Meeker County,18652.9917
Georgia,Echols County,2876.3014
Mississippi,Warren County,1912.4189
Texas,Nueces County,80442.8341
Oklahoma,Greer County,2648.2478
Oklahoma,McIntosh County,3635.8382
Georgia,Gwinnett County,169608.6871
Missouri,Butler County,27867.9135
Mississippi,Claiborne County,2128.9526
Pennsylvania,Allegheny County,132865.4202
Texas,Stephens County,5689.2569
Missouri,Worth County,4241.9291
Arkansas,Madison County,7779.2872
Texas,Brazos County,27504.0765
Tennessee,Shelby County,59955.3556
Iowa,Lucas County,4410.8731
Montana,Yellowstone County,4670.4235
Texas,Hockley County,14341.954
Georgia,Turner County,5026.6973
Texas,Hopkins County,9115.4292
Indiana,Jefferson County,25796.8784
Mississippi,Hinds County,8752.8528
Wisconsin,Trempealeau County,9400.6298
Virginia,Middlesex County,47153.9158
Iowa,Boone County,78155.856
North Dakota,Pembina County,2747.9765
Mississippi,Tishomingo County,10727.1393
Texas,El Paso County,81325.7364
Montana,Lincoln County,21979.3822
Montana,Sheridan County,19642.8571
Wisconsin,Columbia County,25233.5471
Kansas,Neosho County,8181.7011
Mississippi,Jones County,5765.1564
Arkansas,Prairie County,5725.805
Texas,Lavaca County,9194.11
Utah,Kane County,11424.966
Mississippi,Lamar County,7532.7247
Virginia,Franklin County,17679.358
Minnesota,Lincoln County,19382.8351
Georgia,Henry County,50324.1965
Arkansas,Saline County,29675.7078
Texas,Lee County,10627.8556
Wisconsin,Marinette County,14388.6005
Georgia,Colquitt County,15267.2583
Arkansas,Phillips County,3593.8862
Wisconsin,Burnett County,11817.4373
North Dakota,Logan County,1291.3914
Iowa,Floyd County,17724.1289
Michigan,Leelanau County,47185.1699
Georgia,Terrell County,3234.454
Montana,Roosevelt County,1935.8142
Indiana,Parke County,28661.3017
North Carolina,Wilkes County,6793.8336
North Dakota,Emmons County,3525.5115
Georgia,Clay County,3978.9573
Texas,Jefferson County,21104.9872
South Dakota,Brown County,23046.0901
Georgia,Lanier County,3575.2244
Arizona,Santa Cruz County,1945.3947
West Virginia,Morgan County,16673.5024
Indiana,Switzerland County,11104.7797
Michigan,Genesee County,47517.4928
Arizona,Maricopa County,248381.2291
Arkansas,Stone County,8796.3325
Michigan,Emmet County,39188.7505
Ohio,Darke County,33833.9798
California,Los Angeles County,3996.4
Illinois,McLean County,71121.1867
Louisiana,East Carroll Parish,513.1888
Minnesota,Redwood County,45602.1416
Minnesota,Waseca County,27048.9399
Tennessee,Wilson County,69072.5493
Kentucky,Hardin County,70166.778
West Virginia,Clay County,2526.1064
Alabama,Colbert County,22757.0382
Michigan,Mason County,43326.2309
Georgia,Ware County,2595.2286
Colorado,Hinsdale County,18324.8269
Kansas,Miami County,19614.432
Oklahoma,Lincoln County,8327.5854
Florida,Hillsborough County,141354.8048
Mississippi,Leflore County,6062.4773
Michigan,Sanilac County,32788.4998
Texas,Sutton County,2049.0884
Kentucky,Carroll County,6950.8156
Pennsylvania,Clinton County,5274.0963
Colorado,Eagle County,27442.3055
Virginia,Lynchburg City County,61226.5515
Texas,Medina County,8420.4022
Colorado,La Plata County,16570.7786
Georgia,Union County,46374.9224
Kentucky,Pulaski County,29051.271
Kansas,Saline County,9132.9703
Florida,Holmes County,11176.5922
Montana,Golden Valley County,950.1504
Kentucky,Todd County,9004.5929
Montana,Lewis and Clark County,7848.4967
Nebraska,Merrick County,6145.4424
Georgia,Marion County,3663.5669
Missouri,Dent County,4461.7815
Kentucky,Bell County,22837.3123
Texas,Johnson County,42556.5687
Indiana,Lake County,61419.3431
Tennessee,Madison County,12206.1866
Arkansas,Union County,13881.0689
Nebraska,Thayer County,225000.0
Alabama,Marengo County,2497.973
Idaho,Canyon County,75423.2765
Nebraska,Jefferson County,4529.6875
Texas,Motley County,851.9949
Montana,Teton County,1244.0951
New Mexico,Santa Fe County,16170.1638
North Carolina,Person County,16357.0167
Oklahoma,Custer County,6874.7515
Illinois,Kankakee County,57066.7535
Texas,Andrews County,5414.0892
Louisiana,Saint James Parish,514705.8824
Idaho,Clearwater County,14284.5007
Mississippi,Rankin County,13939.5229
Michigan,Roscommon County,22132.2628
Mississippi,Webster County,3800.4455
Ohio,Shelby County,49265.3512
Florida,Brevard County,136030.7502
Indiana,Perry County,13550.0812
Virginia,Rappahannock County,11888.821
Louisiana,West Carroll Parish,2839.3707
Wisconsin,Jackson County,7234.1483
North Dakota,Morton County,6328.485
Georgia,Hall County,75302.2508
Alabama,Lamar County,1754.114
Colorado,Kit Carson County,1891.1169
Virginia,Orange County,21586.2971
South Dakota,McCook County,36109.3171
Minnesota,Pine County,8080.8304
Ohio,Jackson County,8664.962
Mississippi,Lawrence County,2819.4451
Georgia,Monroe County,7944.0127
Pennsylvania,Philadelphia County,1899496.7871
Michigan,Van Buren County,28417.1044
Kentucky,Shelby County,41101.4935
Texas,Navarro County,10169.0719
Alabama,Washington County,1876.9325
Texas,Upton County,5472.0063
Oklahoma,Delaware County,14697.5289
Florida,Jackson County,8937.1247
Mississippi,Tallahatchie County,3571.2119
Indiana,Pulaski County,14845.0337
Oklahoma,Blaine County,3826.2939
Illinois,Macoupin County,12550.7645
West Virginia,Preston County,9533.812
Minnesota,Ramsey County,360193.978
Texas,Hansford County,573787.8788
North Carolina,Macon County,48155.7245
North Carolina,Jones County,6628.6745
West Virginia,Hardy County,7723.974
Kentucky,Bath County,5942.6885
Kentucky,Rowan County,9656.3828
West Virginia,Greenbrier County,15573.1177
Mississippi,Monroe County,3824.9465
Pennsylvania,Carbon County,33238.1567
Iowa,Fremont County,4792.3299
Oklahoma,Pontotoc County,9692.2214
Pennsylvania,Adams County,78269.8852
Kentucky,Estill County,4471.4334
Florida,Okeechobee County,5973.7655
Oklahoma,Grady County,17337.2018
Illinois,Boone County,52565.3281
Iowa,Delaware County,15845.7882
Colorado,Costilla County,2446.955
Indiana,Ohio County,10927.1245
Pennsylvania,Erie County,34774.5539
Georgia,Worth County,8246.7747
Michigan,Missaukee County,7746.4201
Texas,Washington County,21690.637
North Carolina,Madison County,7990.2555
Georgia,DeKalb County,168253.7569
Nebraska,Johnson County,10333.3333
Kentucky,Trigg County,32030.8968
Pennsylvania,Butler County,25900.4472
South Carolina,Berkeley County,58751.7822
North Carolina,Moore County,26231.626
Ohio,Miami County,61513.9183
North Carolina,Montgomery County,31313.7105
Kentucky,Casey County,4660.5639
Mississippi,Newton County,2573.8931
Montana,Petroleum County,552.3479
New York,Ontario County,36251.497
South Carolina,Hampton County,6288.4596
North Carolina,Pender County,26377.4678
Nebraska,Cedar County,999.6982
Georgia,Greene County,25750.5719
North Carolina,Washington County,6412.9833
Texas,Parmer County,240092.5926
Arkansas,Van Buren County,4855.7
Missouri,Pulaski County,17123.1122
Indiana,Delaware County,67998.5246
Michigan,Jackson County,41479.8473
North Dakota,Nelson County,600.0
Montana,Sweet Grass County,4864.5805
Kentucky,Pike County,22864.5473
North Carolina,Pamlico County,7790.4659
Minnesota,Lake of the Woods County,8562.4652
Colorado,Delta County,6143.3487
Iowa,Taylor County,19069.7526
North Dakota,Grand Forks County,8256.7835
Oklahoma,Cimarron County,750.0
Ohio,Trumbull County,15158.4197
Illinois,Menard County,8931.8499
Nebraska,Box Butte County,1283.0021
Texas,Eastland County,8678.2591
Colorado,Saguache County,2379.2502
Ohio,Auglaize County,12699.441
Ohio,Preble County,29511.4949
Minnesota,Mahnomen County,1301.8217
Nebraska,Nuckolls County,4500.0
Illinois,Montgomery County,17560.2203
North Carolina,Pasquotank County,61319.7828
Florida,Volusia County,50330.6236
South Dakota,Lake County,193760.3095
Texas,Webb County,2966.3085
Oklahoma,Okmulgee County,5683.572
Texas,Tyler County,4191.2132
Kansas,Allen County,10215.9531
Louisiana,Bossier Parish,34836.9085
Iowa,Allamakee County,17593.536
Pennsylvania,Indiana County,18414.86
South Dakota,Faulk County,3979.7652
Wisconsin,Sawyer County,15220.921
Virginia,Amherst County,10223.1129
Kansas,Rawlins County,158844.2211
North Carolina,Guilford County,49654.2918
Illinois,Ford County,19529.9288
Nebraska,Kimball County,48469.3151
Kentucky,Breckinridge County,13781.6009
North Carolina,Bertie County,7877.3661
Texas,Colorado County,12760.4708
Georgia,Houston County,51015.0218
Texas,Scurry County,3059.9724
Michigan,Delta County,6879.0133
Georgia,Decatur County,13626.098
Ohio,Brown County,16339.6798
South Carolina,Sumter County,30242.034
Indiana,Johnson County,115620.2445
Indiana,Brown County,29137.3235
New York,Bronx County,390890.505
Colorado,Rio Grande County,6496.9221
New Mexico,Rio Arriba County,5178.7313
South Dakota,Beadle County,8337.8441
Missouri,Crawford County,5990.2715
South Dakota,Sanborn County,4213.2344
Texas,Cottle County,1187.5147
Oklahoma,Logan County,21981.3854
Illinois,Kendall County,69445.1889
New York,Essex County,31438.7165
Louisiana,Webster Parish,9702.0982
Oklahoma,Seminole County,5117.4862
Ohio,Richland County,18041.0822
Kentucky,Allen County,23972.9474
South Carolina,Beaufort County,39326.2286
Texas,Grimes County,15165.898
Mississippi,Bolivar County,158.4235
North Carolina,Dare County,553196.1192
Nebraska,Stanton County,10632.2625
Pennsylvania,McKean County,4248.5291
Pennsylvania,Lebanon County,100804.0853
South Carolina,Georgetown County,44831.5182
Minnesota,Koochiching County,8144.9957
Kentucky,Bourbon County,11480.9162
Ohio,Washington County,8253.4087
Oklahoma,Washita County,5292.3183
North Dakota,Traill County,7243.2329
North Carolina,Franklin County,19569.4667
Texas,Lipscomb County,3486.8077
Virginia,Lancaster County,26652.1999
New Mexico,Colfax County,4548.1725
Michigan,Grand Traverse County,46476.7694
Texas,Floyd County,954.3663
South Dakota,Custer County,7686.4016
Ohio,Adams County,5114.2467
North Carolina,Avery County,69002.6087
Indiana,Porter County,60315.2534
Missouri,Webster County,24879.3698
Idaho,Minidoka County,36049.2228
Tennessee,Lewis County,7583.4958
Georgia,Long County,11984.1107
Utah,Weber County,27625.1116
New Mexico,Los Alamos County,3875.8973
Tennessee,Henry County,8733.8237
Nebraska,Clay County,18513.9165
West Virginia,Hampshire County,6563.3406
Louisiana,Franklin Parish,3483.2918
Wisconsin,Racine County,76771.5869
Illinois,Union County,9280.1104
Nevada,Washoe County,400.0
Texas,Mitchell County,1566.0654
Georgia,Pierce County,16109.7238
Iowa,Winnebago County,115477.4945
Indiana,Harrison County,16681.5047
Illinois,Macon County,20099.7086
Wyoming,Lincoln County,25736.7094
Michigan,Baraga County,4655.9465
New York,Columbia County,18631.1186
Oklahoma,Latimer County,1885.0195
Virginia,Winchester City County,105198.8172
Iowa,Obrien County,368628.1963
North Carolina,Duplin County,7782.5637
South Carolina,Marion County,6952.1092
Tennessee,Cocke County,14609.685
Kentucky,Campbell County,66436.6847
Missouri,Pemiscot County,29864.1125
Mississippi,Pontotoc County,21305.2551
North Dakota,Bottineau County,6654.8148
Nebraska,Hitchcock County,1557.2478
Kentucky,Pendleton County,23887.2404
Alabama,Wilcox County,3172.7537
North Carolina,Hyde County,2278.1004
Indiana,Bartholomew County,113586.5454
Michigan,Lenawee County,58134.3527
Indiana,Randolph County,67399.6072
Minnesota,Anoka County,113113.6608
Georgia,Jeff Davis County,21300.0697
Kentucky,Bracken County,4596.7934
Maryland,Baltimore County,95321.7287
Texas,Clay County,2803.9226
Wisconsin,Rusk County,7562.5287
North Dakota,Steele County,1306.7975
Michigan,Montmorency County,6330.2885
Georgia,Bulloch County,15582.9894
Tennessee,Bedford County,26907.7636
Texas,Coke County,1849.6897
Kentucky,Jackson County,2989.0236
Texas,Caldwell County,8208.0755
Alabama,Clay County,6984.9593
Virginia,Greene County,39114.6889
Nebraska,Sarpy County,48447.6932
Utah,Duchesne County,5807.8571
Tennessee,Rutherford County,110494.3436
Kansas,Pratt County,6331.3813
Oklahoma,Pittsburg County,3429.7325
Indiana,Marion County,186028.2054
Kentucky,Rockcastle County,7350.1466
Texas,Brazoria County,22198.2942
Tennessee,Lake County,6528.0719
North Carolina,Lee County,22537.2339
Missouri,Camden County,29877.2337
Michigan,Osceola County,7781.1862
Kentucky,Christian County,27782.1194
Minnesota,Yellow Medicine County,82764.4612
South Carolina,Barnwell County,4890.2841
North Carolina,Swain County,24154.5117
Georgia,Muscogee County,16567.493
Louisiana,Acadia Parish,3502.703
Wyoming,Natrona County,782.6861
Texas,Wood County,13764.8015
Ohio,Hocking County,13395.3108
Texas,Panola County,8098.1662
South Carolina,Calhoun County,4969.8214
Virginia,Albemarle County,36375.5451
Colorado,Broomfield County,411255.4113
Georgia,Polk County,14233.9118
Wyoming,Hot Springs County,955.5053
Mississippi,Tippah County,7436.7315
Pennsylvania,Bradford County,14821.4661
Tennessee,Davidson County,151860.7846
Virginia,Greensville County,35119.6839
Illinois,Greene County,5725.5486
Georgia,Bryan County,90976.4448
Maryland,Harford County,94486.0251
Colorado,Sedgwick County,5866.4307
Wisconsin,Bayfield County,5543.52
Oklahoma,Oklahoma County,97105.5335
Illinois,Sangamon County,74344.298
Tennessee,Carroll County,6941.157
Indiana,Hendricks County,105542.5996
Nevada,Mineral County,6455.7779
Colorado,Moffat County,1378.2862
Michigan,Wexford County,19527.8007
Kansas,Cloud County,9407.8968
Kansas,Marion County,5535.4542
Ohio,Muskingum County,24672.4398
South Dakota,Perkins County,1225.6795
Iowa,Page County,4741.5056
Colorado,Grand County,21561.6546
Georgia,Jasper County,11369.4411
Tennessee,Houston County,10050.7188
Mississippi,Sharkey County,3032.2974
Georgia,Madison County,13156.7962
Missouri,Jasper County,45723.8591
Ohio,Madison County,27496.92
Iowa,Madison County,20890.9057
Wyoming,Big Horn County,2421.4962
Montana,Cascade County,4167.8364
Ohio,Clark County,90754.0464
Wyoming,Sheridan County,15230.2591
Pennsylvania,Fulton County,9561.3698
Colorado,Las Animas County,1172.9489
Florida,Martin County,80112.7028
West Virginia,Kanawha County,2348.0187
Missouri,Buchanan County,20448.4886
Alabama,Dale County,9142.1625
North Carolina,Surry County,13568.0006
Illinois,Schuyler County,4415.8298
North Carolina,Mecklenburg County,185807.2243
Nebraska,Keya Paha County,2192.3815
Texas,San Augustine County,7071.2627
Louisiana,Jefferson Parish,209652.4428
Arizona,Graham County,6388.4324
South Dakota,Brule County,4342.9844
Alabama,Fayette County,2610.5014
New Mexico,McKinley County,458.6918
Minnesota,Fillmore County,12752.2079
South Carolina,Bamberg County,4794.4714
Virginia,Loudoun County,69690.4638
Texas,Zapata County,1699.902
Kansas,Kingman County,4244.701
North Carolina,Davidson County,28304.6566
Idaho,Teton County,18073.8968
Arizona,Pima County,20218.9296
Texas,Chambers County,8120.74
Colorado,Morgan County,8121.0136
Tennessee,Tipton County,21045.027
Illinois,Lawrence County,35864.0591
South Carolina,Colleton County,16539.6245
Alabama,Marion County,3961.2966
Montana,Dawson County,2481.3797
Florida,Suwannee County,14467.6319
Florida,Jefferson County,8826.3171
Nevada,Lincoln County,12441.1909
Wisconsin,Douglas County,5128.7966
Indiana,Huntington County,49560.8445
South Dakota,Roberts County,9015.9576
North Carolina,Burke County,15052.0367
Kentucky,Garrard County,15219.0398
North Carolina,Jackson County,35126.3773
Arkansas,Desha County,1087.0551
Iowa,Tama County,18671.5762
Michigan,Calhoun County,11536.5207
Colorado,Custer County,8377.1266
Texas,Hudspeth County,604.8082
North Carolina,Camden County,20188.4604
Arkansas,Jefferson County,7508.5303
Pennsylvania,Greene County,12202.9549
Pennsylvania,Cameron County,1352.0454
Indiana,Fulton County,45170.2212
Mississippi,Tate County,4354.0279
Iowa,Jackson County,17540.1249
Missouri,Texas County,4253.6467
Kentucky,Boone County,116721.5472
Kentucky,Mason County,9102.4905
Mississippi,Franklin County,3158.8301
Wisconsin,Kewaunee County,29383.3065
New York,Steuben County,7215.4031
Minnesota,Scott County,181211.1667
North Dakota,Golden Valley County,14744.9971
Georgia,Chattooga County,4389.2281
Illinois,Shelby County,10269.5842
Idaho,Clark County,3825.6804
New Mexico,Grant County,3691.1542
Michigan,Alcona County,5690.1425
New York,Herkimer County,7382.3329
Minnesota,Marshall County,792.6829
North Carolina,Yadkin County,13718.3959
New York,Chenango County,6908.3465
Utah,Wayne County,21959.1261
Mississippi,Yazoo County,3826.3181
Pennsylvania,Delaware County,326066.8786
Tennessee,Marion County,4820.1862
New York,Wyoming County,31889.9109
Iowa,Keokuk County,20156.5558
Virginia,Amelia County,16154.8518
Michigan,Gladwin County,18833.1356
Michigan,Manistee County,19551.4785
Mississippi,Marshall County,9854.8525
Texas,Gregg County,28605.4848
Indiana,Warren County,11481.8821
South Dakota,Brookings County,10829.99
Missouri,Miller County,21120.0938
Texas,Jim Hogg County,2950.3554
Missouri,Lawrence County,31224.7568
Louisiana,Caddo Parish,11697.4043
Kentucky,Floyd County,10127.5064
Virginia,Poquoson City County,142814.2094
Kentucky,Morgan County,2581.8224
Missouri,Harrison County,4584.0702
Kansas,Kearny County,1464.0673
Ohio,Columbiana County,34621.1894
Missouri,Adair County,3968.2311
West Virginia,Harrison County,20183.086
New York,Jefferson County,17047.2032
Texas,Van Zandt County,16942.1164
Illinois,Peoria County,29351.136
Virginia,Henrico County,134847.5401
Colorado,Chaffee County,56315.2368
Utah,Wasatch County,176119.2887
Iowa,Chickasaw County,12434.8802
Kansas,Trego County,1696.324
Maryland,Caroline County,27318.8543
Kansas,Sheridan County,9811.2466
Florida,Highlands County,19888.9111
Georgia,Spalding County,21608.8969
Missouri,Hickory County,8457.2621
North Carolina,Haywood County,23679.5632
Kentucky,Whitley County,5024.7347
Florida,Leon County,69749.8272
Wyoming,Converse County,391.9711
Georgia,Brooks County,9468.3183
South Dakota,Pennington County,30691.4444
Oklahoma,Okfuskee County,4504.4761
Indiana,Newton County,32219.0511
Virginia,Martinsville City County,3883.3298
Wyoming,Albany County,788.4149
Iowa,Adams County,4621.5185
Texas,Cochran County,2661.455
Illinois,Lee County,16297.2168
Georgia,Haralson County,10843.1523
Nevada,Esmeralda County,6012.1687
Kansas,Stanton County,1801.3237
Virginia,King and Queen County,12622.2615
Kansas,Reno County,11972.3019
Iowa,Clayton County,23107.0143
Georgia,Randolph County,2428.7743
Missouri,Platte County,153157.6877
Arkansas,Washington County,59485.4742
Ohio,Union County,58486.9059
Wisconsin,Barron County,18218.5125
Iowa,Montgomery County,5753.9555
Idaho,Owyhee County,10722.9164
New Mexico,Otero County,381.4191
Missouri,Polk County,18647.823
Illinois,Whiteside County,19554.5472
Colorado,Mineral County,84752.3917
Nebraska,Saline County,7110.7784
Missouri,Sullivan County,3527.9003
New York,Livingston County,17930.0559
Texas,Baylor County,1191.5692
West Virginia,Marshall County,25569.1189
Texas,Jack County,5665.9112
Florida,Hamilton County,8436.8367
Georgia,Columbia County,92319.2485
Missouri,Howard County,4078.392
Montana,Pondera County,944.1982
Mississippi,Jasper County,3079.8274
Texas,Deaf Smith County,2033.3433
Virginia,Goochland County,37769.6007
Texas,La Salle County,2588.1718
Texas,Grayson County,35785.7751
Kansas,Coffey County,7580.8777
Kansas,Meade County,2409.1306
Idaho,Lincoln County,4829.1275
Illinois,Perry County,3632.0942
North Carolina,Alexander County,12439.7092
Illinois,Carroll County,11126.7078
South Carolina,Chesterfield County,8424.4464
Georgia,Calhoun County,3430.1679
Mississippi,Smith County,2738.3582
Montana,Daniels County,100961.5385
Missouri,Caldwell County,9083.7667
Indiana,Fountain County,12352.4289
Georgia,Lincoln County,8813.8084
Utah,Box Elder County,221.852
South Dakota,Lawrence County,24224.8769
South Carolina,Horry County,51420.2001
North Carolina,Cumberland County,36108.3609
Michigan,Oakland County,166753.1061
Ohio,Pickaway County,43695.9528
Missouri,Saint Clair County,3309.716
South Carolina,Williamsburg County,4753.2355
South Carolina,Charleston County,207731.2028
Kentucky,Franklin County,36800.3479
Michigan,Kent County,83102.0811
Missouri,Greene County,48061.0579
Georgia,Baker County,3409.1865
Illinois,Brown County,4087.619
Texas,McCulloch County,2709.8536
North Carolina,Union County,49924.028
Minnesota,Olmsted County,46044.7494
Georgia,Dodge County,5373.8911
Nebraska,Chase County,1722.5894
Michigan,Lapeer County,32825.5404
Pennsylvania,Potter County,5555.4448
New York,Montgomery County,6556.92
Virginia,Bedford County,24334.812
Alabama,Sumter County,3361.2537
Idaho,Fremont County,24706.7292
South Carolina,Pickens County,57553.7338
Missouri,Laclede County,6343.221
Pennsylvania,Bucks County,121433.028
Pennsylvania,Bedford County,9380.9619
Missouri,Saint Francois County,12758.6977
North Dakota,Towner County,1240.0
Missouri,Livingston County,8253.8718
Ohio,Marion County,192474.748
Iowa,Sac County,96270.403
Illinois,Gallatin County,3718.6459
North Dakota,Dickey County,517440.0
Virginia,Charlotte County,3916.2943
Colorado,San Miguel County,17285.1472
North Dakota,Mercer County,10135.1355
Illinois,Fayette County,7580.2745
Colorado,Prowers County,1510.1384
Georgia,Warren County,3448.0735
Indiana,Jay County,51407.36
North Carolina,Edgecombe County,10543.4411
Kansas,Rice County,2836.431
West Virginia,Nicholas County,14316.9469
Montana,Valley County,2584.8327
North Carolina,Orange County,102081.6452
Missouri,Barton County,7047.7025
Mississippi,Covington County,6190.8995
West Virginia,Lincoln County,3180.5541
Kentucky,Ballard County,10278.6141
Minnesota,Norman County,2874.4684
Alabama,Lawrence County,6881.5193
Kansas,Washington County,7977.1456
Indiana,Dearborn County,28491.1168
Iowa,Clay County,73401.2309
Michigan,Berrien County,53874.518
Kentucky,Carter County,2382.3924
Minnesota,Cottonwood County,26368.5932
Texas,Dallas County,184945.8298
Georgia,Montgomery County,19608.0511
Missouri,Howell County,6767.5381
